Aktivitätstyp,Datum,Favorit,Titel,Distanz,Kalorien,Zeit,Ø HF,Max. HF,Aerober TE,Ø Schrittfrequenz (Laufen),Max. Schrittfrequenz (Laufen),Ø Pace,Beste Pace,Positiver Höhenunterschied,Negativer Höhenunterschied,Ø Schrittlänge,Durchschnittliches vertikales Verhältnis,Ø vertikale Bewegung,Training Stress Score®,Grit,Flow,Kletterzeit,Grundzeit,Min. Temp.,Oberflächenpause,Dekompression,Beste Rundenzeit,Anzahl der Läufe,Max. Temp.
Laufen,2019-04-05 18:50:13,false,"Aalen Laufen","16.02","1,049","01:23:01","168","182","5.0","164","169","5:11","4:37","47","75","1.18","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:07.03","17","0.0"
Laufen,2019-04-03 18:29:38,false,"Aalen Laufen","6.28","438","00:36:32","159","179","3.8","162","167","5:49","5:25","61","54","1.06","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","01:38.73","7","0.0"
Laufen,2019-03-28 20:38:52,false,"Aalen Laufen","12.20","792","01:04:36","164","178","5.0","164","191","5:18","4:44","37","50","1.15","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","01:03.57","13","0.0"
Laufen,2019-03-21 19:51:02,false,"Aalen Laufen","14.43","1,046","01:20:33","170","181","5.0","161","245","5:35","4:45","36","48","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","02:32.26","15","0.0"
Laufen,2019-03-17 07:08:37,false,"Aalen - Laufen","12.03","803","01:04:51","164","182","5.0","164","169","5:24","4:53","34","50","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:09.11","13","0.0"
Laufen,2019-03-10 19:40:26,false,"Aalen - Laufen","11.59","821","01:06:02","163","181","5.0","162","169","5:42","5:10","70","89","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","04:12.12","12","0.0"
Laufen,2019-02-22 19:27:04,false,"Aalen Laufen","12.12","791","01:02:29","168","183","5.0","165","173","5:09","4:44","36","66","1.18","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","04:50.22","13","0.0"
Laufen,2019-02-16 15:05:33,false,"Fachsenfeld - Zuhause ","6.06","418","00:34:16","162","176","3.7","165","169","5:39","4:44","44","53","1.07","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","05:27.76","7","0.0"
Laufen,2019-02-16 14:20:17,false,"Zuhause - Fachsenfeld ","6.40","433","00:35:23","161","179","3.8","165","171","5:32","4:59","55","64","1.09","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","05:15.66","7","0.0"
Laufen,2019-02-15 18:25:02,false,"Aalen Laufen","2.82","248","00:17:04","183","206","3.9","167","198","6:03","4:15","39","46","0.99","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","05:55.38","3","0.0"
Laufen,2019-02-13 19:44:30,false,"Intervall Training 5x500m","2.55","157","00:12:41","165","189","2.9","168","195","4:58","3:02","--","8","1.19","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:55.00","9","0.0"
Laufen,2019-02-13 19:18:21,false,"Aalen Laufen","2.37","151","00:15:58","132","172","2.1","158","171","6:45","4:43","31","33","0.94","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","06:10.58","3","0.0"
Laufen,2019-02-06 18:53:07,false,"Aalen Laufen","12.01","785","01:00:44","169","182","5.0","165","171","5:03","4:32","29","63","1.20","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","04:49.07","13","0.0"
Laufen,2019-02-01 20:05:32,false,"Aalen Laufen","10.56","720","00:57:19","164","177","5.0","165","172","5:26","4:48","24","53","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","04:57.08","11","0.0"
Laufen,2019-01-27 09:12:47,false,"Aalen Laufen","12.04","783","01:01:26","167","185","5.0","166","173","5:06","4:41","33","63","1.18","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","13","0.0"
Laufen,2019-01-23 18:11:24,false,"Aalen Laufen","10.50","694","00:53:51","168","185","5.0","167","173","5:08","4:40","25","57","1.17","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","11","0.0"
Laufen,2019-01-20 08:08:46,false,"Aalen Laufen","10.76","680","00:59:04","157","175","4.3","166","171","5:29","4:56","30","58","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","11","0.0"
Laufen,2019-01-15 19:05:56,false,"Aalen Laufen","10.11","654","00:54:55","162","185","4.7","165","183","5:26","4:36","27","52","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","11","0.0"
Laufen,2019-01-04 15:03:18,false,"Hüttingen an der Kyll Laufen","18.35","1,280","01:46:35","163","180","5.0","165","172","5:49","4:35","270","264","1.04","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","19","0.0"
Laufen,2018-12-27 14:21:25,false,"Weimar - Kromsdrof - Goethepark","15.03","982","01:21:06","162","177","5.0","166","173","5:24","4:40","92","128","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","16","0.0"
Laufen,2018-12-25 14:13:38,false,"Weimar - Tiefurt ","10.76","694","00:58:27","162","181","5.0","166","180","5:26","4:50","95","97","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","11","0.0"
Laufen,2018-12-16 14:50:38,false,"Aalen Laufen","14.02","960","01:15:12","168","184","5.0","164","173","5:22","4:33","45","62","1.12","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","15","0.0"
Laufen,2018-12-11 19:56:36,false,"Aalen Laufen","11.04","785","01:00:00","169","180","5.0","163","167","5:26","4:41","22","53","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","12","0.0"
Laufen,2018-12-08 15:41:46,false,"Aalen Laufen","7.30","527","00:41:04","164","182","4.8","164","215","5:37","5:07","71","88","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","8","0.0"
Laufen,2018-11-13 18:55:01,false,"Aalen Laufen","9.61","648","00:51:13","163","182","4.7","165","171","5:20","4:40","25","52","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","10","0.0"
Laufen,2018-11-10 11:01:14,false,"Aalen Rohrwanglauf 2018","9.90","707","00:50:36","178","187","5.0","168","190","5:07","3:31","124","119","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","10","0.0"
Laufen,2018-11-06 20:02:17,false,"Aalen Laufen","7.02","484","00:39:44","158","185","3.9","165","239","5:39","3:02","32","37","1.07","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","8","0.0"
Laufen,2018-10-30 20:14:23,false,"Aalen - Wasseralfingen Laufen","14.47","1,013","01:19:52","164","189","5.0","166","173","5:31","4:50","48","69","1.09","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","15","0.0"
Laufen,2018-10-25 17:34:36,false,"Aalen Laufen","6.61","424","00:33:17","165","181","4.0","168","240","5:02","3:35","70","119","1.18","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","7","0.0"
Laufen,2018-10-18 18:12:56,false,"Aalen Laufen","10.02","673","00:51:40","166","181","5.0","165","173","5:10","4:07","24","62","1.17","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","11","0.0"
Laufen,2018-10-14 17:46:58,false,"Aalen Laufen","15.08","968","01:22:16","156","182","4.9","165","171","5:27","4:35","59","78","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","16","0.0"
Laufen,2018-10-10 18:10:44,false,"Aalen - Wasseralfingen ","14.35","993","01:20:33","163","178","5.0","164","169","5:37","4:48","32","64","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","15","0.0"
Laufen,2018-10-03 14:56:29,false,"Aalen Laufen","10.01","658","00:53:11","163","187","5.0","168","175","5:19","4:31","22","54","1.12","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","11","0.0"
Laufen,2018-09-27 18:33:40,false,"Aalen Laufen","10.34","761","00:58:30","168","181","5.0","166","173","5:40","4:47","26","38","1.07","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","11","0.0"
Laufen,2018-09-23 09:18:00,false,"Ulm Halbmarathon 2018","21.29","1,526","01:58:01","167","191","5.0","168","175","5:33","4:38","59","47","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","22","0.0"
Laufen,2018-09-17 19:38:45,false,"Aalen Laufen","6.34","427","00:36:11","158","174","4.4","166","173","5:42","4:33","195","150","1.06","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","4","0.0"
Laufen,2018-09-12 18:54:00,false,"Aalen Laufen","14.02","1,013","01:29:30","158","178","--","--","--","6:23","3:39","104","95","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-09-07 19:56:36,false,"Börgerende-Rethwisch ","14.11","1,014","01:19:00","151","168","--","--","--","5:36","4:03","14","13","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-09-05 17:50:47,false,"Börgerende-Rethwisch","16.09","1,142","01:28:57","157","172","--","--","--","5:32","4:21","18","18","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-08-31 18:10:08,false,"Börgerende-Rethwisch","20.07","1,395","01:53:52","150","169","--","--","--","5:40","3:49","28","26","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-08-26 20:06:29,false,"Börgerende-Rethwisch","16.05","1,143","01:29:02","150","169","--","--","--","5:33","4:02","16","16","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-08-24 07:42:22,false,"Börgerende-Rethwisch","13.52","964","01:15:08","157","174","--","--","--","5:33","4:14","16","16","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-08-10 19:12:58,false,"Aalen","18.05","1,269","01:48:48","148","171","--","--","--","6:02","4:22","125","145","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-08-06 19:42:20,false,"Aalen","17.02","1,224","01:44:55","158","179","--","--","--","6:10","3:24","139","170","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-08-02 20:14:40,false,"Aalen","10.03","710","00:57:56","149","177","--","--","--","5:47","4:03","86","111","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-07-28 19:15:01,false,"Aalen ","15.28","1,064","01:31:13","150","174","--","--","--","5:58","3:55","171","176","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-07-18 20:19:19,false,"Aalen","12.16","868","01:14:25","159","180","--","--","--","6:07","4:15","134","138","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-07-14 19:52:14,false,"Aalen","10.12","714","01:01:10","148","175","--","--","--","6:03","4:42","111","113","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-07-10 19:54:20,false,"Aalen","13.38","988","01:31:04","144","175","--","--","--","6:48","4:22","149","155","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-07-05 20:00:36,false,"Aalen","13.59","972","01:25:53","158","176","--","--","--","6:19","4:30","156","160","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-07-02 19:50:52,false,"Aalen","11.34","818","01:17:52","147","181","--","--","--","6:52","4:11","125","138","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-06-29 19:57:40,false,"Aalen","8.25","623","00:59:17","150","179","--","--","--","7:11","0:09","90","111","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-06-07 19:56:10,false,"Aalen","11.68","852","01:13:03","159","182","--","--","--","6:15","2:57","129","134","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-05-30 19:54:10,false,"Aalen","10.65","771","01:08:07","--","--","--","--","--","6:24","2:23","111","119","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-05-22 20:40:11,false,"Aalen","8.57","623","00:50:52","125","200","--","--","--","5:56","4:12","102","113","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-05-17 20:30:53,false,"Aalen","8.54","606","00:53:35","156","179","--","--","--","6:16","4:42","111","111","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-05-13 14:37:51,false,"Aalen ","12.71","940","01:29:29","--","--","--","--","--","7:02","1:31","142","142","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-05-12 16:41:24,false,"Aalen","4.36","317","00:27:12","161","202","--","--","--","6:14","4:24","59","32","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-05-04 19:30:10,false,"Aalen","8.25","598","00:51:15","155","194","--","--","--","6:13","4:49","84","92","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-05-01 14:38:59,false,"Aalen","8.55","604","00:51:48","161","182","--","--","--","6:04","4:38","80","87","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-04-29 09:46:56,false,"Aalen ","7.70","552","00:48:45","156","184","--","--","--","6:20","4:17","80","111","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-04-24 20:16:32,false,"Aalen ","8.02","580","00:53:30","155","199","--","--","--","6:40","4:34","95","99","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-02-25 13:37:34,false,"Aalen - Wald","2.48","184","00:17:31","143","206","--","--","--","7:04","2:05","49","50","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-02-24 15:25:36,false,"Aalen - Wald","2.51","198","00:21:12","131","200","--","--","--","8:27","5:07","45","44","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2018-02-11 15:44:52,false,"Aalen - Wald ","2.46","209","00:22:26","130","202","--","--","--","9:07","4:40","47","41","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2017-12-28 19:12:28,false,"Bitburg - Aussengrenze","11.33","--","01:11:40","--","--","--","--","--","6:19","2:18","129","130","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2017-08-21 19:23:54,false,"Aalen - Forst - Aalen","13.13","--","01:15:05","--","--","--","--","--","5:43","3:13","248","240","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2017-08-15 19:04:36,false,"Aalen - Forst - Aalen","12.73","--","01:24:29","--","--","--","--","--","6:38","3:24","243","244","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2017-07-30 15:16:17,false,"Hüttingen - Gondorf - Philipsheim - Hüttingen","13.84","--","01:26:42","--","--","--","--","--","6:16","3:08","199","201","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2017-07-23 19:20:34,false,"Aalen - Forst - Aalen","11.86","--","01:11:56","--","--","--","--","--","6:04","2:03","257","255","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2017-07-19 19:26:25,false,"Aalen","6.12","--","00:39:39","--","--","--","--","--","6:29","3:11","138","93","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2017-07-15 19:14:33,false,"Aalen - Forst - Aalen","12.21","--","01:12:42","--","--","--","--","--","5:57","3:25","244","242","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2017-07-03 19:29:49,false,"Aalen - Forst","10.43","--","01:08:37","--","--","--","--","--","6:35","2:43","197","197","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2017-06-24 19:54:48,false,"Aalen - Wald","10.03","--","01:14:24","--","--","--","--","--","7:25","1:59","202","205","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
Laufen,2017-02-25 14:16:22,false,"Laufen Wald","5.23","--","01:30:10","--","--","--","--","--","17:15","1:24","55","57","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0:00","0.0","0:00","Nein","00:00.00","1","0.0"
